r (Angstrom),"g(r),N2-CL, R","g(r),N2-OE1, R"
0.1,0.0,0.0
0.30000000000000004,0.0,0.0
0.5000000000000001,0.0,0.0
0.7000000000000001,0.0,0.0
0.9000000000000001,0.0,0.0
1.1000000000000003,0.0,0.0
1.3000000000000003,0.0,0.0
1.5000000000000004,0.0,0.0
1.7000000000000004,0.0,0.0
1.9000000000000004,0.0,0.0
2.1000000000000005,0.0,0.0
2.3000000000000007,0.0,0.0
2.5000000000000004,0.0,0.05958857554923375
2.7000000000000006,0.0,3.06128224322071
2.900000000000001,0.23029952197183517,3.135052687230732
3.1000000000000005,6.206784449438823,1.283155687187741
3.3000000000000007,6.772725475769376,1.1192258894202867
3.500000000000001,2.2644684059498768,1.1185403619453895
3.7000000000000006,1.0113535926635437,1.0176235828844233
3.900000000000001,0.7951892291767892,0.8771698879993846
4.1000000000000005,0.8539684606105943,0.783728258552667
4.300000000000001,0.8495943840442045,0.8718387268661163
4.500000000000001,0.7972362395778789,1.2650237972921785
4.7,0.8106682557591721,2.2208699395510347
4.9,2.560304581413363,2.3547981884780325
5.1000000000000005,3.8183021968401896,1.6656801279292328
5.300000000000001,2.236227268454996,1.2500616262980973
5.500000000000001,1.6643628033840214,1.1274424192635617
5.700000000000001,1.3118722754984324,1.0819630237830657
5.9,1.1338264352621177,1.134118732860363
6.1000000000000005,1.0263253754150032,1.1378777394778166
6.300000000000001,0.9834795647467112,1.1561425832303165
6.500000000000001,0.9509372276553234,1.2024422714381635
6.700000000000001,1.0112179058830135,1.2477316193749148
6.900000000000001,1.0789217890916007,1.2254044767900156
7.100000000000001,1.0914354961581363,1.1661555259032303
7.300000000000001,1.159001170962906,1.1283840125258937
7.500000000000001,1.1563036238356776,1.1209334033525031
7.700000000000001,1.169709901692362,1.1312209178405537
7.900000000000001,1.1239753952608598,1.1170397227317632
8.100000000000001,1.0858135952874473,1.1177224359059938
8.3,1.0523275857290122,1.1386682837777578
8.500000000000002,0.9949682417692927,1.1381133400327317
8.700000000000001,0.9812542973085832,1.1294616114611735
8.900000000000002,0.991746737766162,1.1324857274606543
9.100000000000001,1.0023267273900687,1.1542715849938976
9.3,0.9981648215767506,1.1000683603976138
9.500000000000002,1.0141056230009473,1.1126681900529154
9.700000000000001,1.0451910461463743,1.1164380898445705
9.900000000000002,1.0159298660252407,1.10469660961549
10.100000000000001,1.012746317049728,1.0841340997215052
10.300000000000002,1.0160626876086367,1.0902514298274084
10.500000000000002,1.016137189624911,1.0609822691221933
10.700000000000001,1.0226619880431027,1.080613511919528
10.900000000000002,1.0132850488307819,1.0707666122903388
11.100000000000001,1.0141956325570978,1.0747756598884177
11.300000000000002,1.0033192438718457,1.0469485213307903
11.500000000000002,1.0111732453491167,1.0392109369041056
11.700000000000001,1.0145572203120021,1.049848068563618
11.900000000000002,1.020735838519059,1.0447238775642858
12.100000000000001,1.009241698794548,1.0179475230196449
12.300000000000002,1.0036174248147105,1.0424135474710843
12.500000000000002,1.01022808076562,1.0246953914512842
12.700000000000003,1.0115436553165535,1.0431447883198492
12.900000000000002,1.0215466762292333,1.0263079458282598
13.100000000000001,1.0003641722383645,1.0374610826567365
13.300000000000002,1.018954219515382,1.0185697816883865
13.500000000000002,1.0033654891441013,1.010394844269301
13.700000000000003,1.0051224461418513,1.0098060684213728
13.900000000000002,1.0162618133893035,1.0177460153322122
14.100000000000003,1.0216230188026425,1.0268606328624124
14.300000000000002,1.0051485117737833,1.0191004583126404
14.500000000000002,1.0241631371188977,1.0143282355915657
14.700000000000003,1.0163707649144729,1.0124635927565198
14.900000000000002,1.0154507002592252,1.0214762161749467
15.100000000000003,1.0087240957767392,1.0125236322788043
15.300000000000002,1.0020488171737485,1.0171603962116538
15.500000000000002,1.0102706347722625,1.0021449531122504
15.700000000000003,1.0061611861127648,1.0151620222180193
15.900000000000002,1.0067033092252062,1.0038338591261617
16.100000000000005,1.0181191761605721,1.0060915850809227
16.300000000000004,1.0008141420100416,0.9998909686876083
16.500000000000004,0.9987375829253609,1.0119273651790313
16.700000000000006,1.0039047403421062,0.9939924131691974
16.900000000000006,1.0020714017042454,1.0078125575845203
17.100000000000005,1.006760449804159,1.0105982547448504
17.300000000000004,1.0005906182180646,1.0046147460655948
17.500000000000004,1.0088362156881276,1.0108257052801153
17.700000000000006,0.999567350481116,0.993413554946287
17.900000000000006,1.0077075233690285,0.9971871318774448
18.100000000000005,0.9910205322370362,0.9869469521949914
18.300000000000004,1.006304983098892,0.999676190000855
18.500000000000004,1.0012141465281887,1.0093365638182987
18.700000000000006,0.9988792888076551,1.0009846943757903
18.900000000000006,0.9983982859867888,0.9916368775051355
19.100000000000005,1.0011603454190114,1.0021310471740161
19.300000000000004,0.9970896957414209,0.993494760377561
19.500000000000004,0.9976802671751657,1.0075842529360806
19.700000000000006,1.0077048445454202,0.9893007283988821
19.900000000000006,0.9993452219090668,0.9915976268763517
20.100000000000005,0.9967105752046715,1.0081673094755446
